,CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
1175,04/17/2021,11:35,,,40.732254,-73.99636,"(40.732254, -73.99636)",WEST 8 STREET,,,1.0,0.0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4409058,Bike,Bike,,,
1222,04/18/2021,19:30,BROOKLYN,11217.0,40.68008,-73.971405,"(40.68008, -73.971405)",BERGEN STREET,CARLTON AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4408923,Bike,Bike,,,
2093,04/22/2021,18:00,MANHATTAN,10001.0,40.747894,-73.989174,"(40.747894, -73.989174)",AVENUE OF THE AMERICAS,WEST 31 STREET,,1.0,0.0,0,0,1,0,0,0,Passing or Lane Usage Improper,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4410046,Bike,Bike,,,
2551,04/22/2021,14:30,MANHATTAN,10023.0,40.776016,-73.98724,"(40.776016, -73.98724)",WEST 66 STREET,WEST END AVENUE,,0.0,0.0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,,,,4410308,Bike,Bike,,,
2944,03/21/2021,13:38,,,,,,QUEENSBORO BRIDGE OUTER ROADWAY ,,,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4400618,Bike,Bike,,,
3402,04/24/2021,18:15,MANHATTAN,10036.0,40.760925,-73.99454,"(40.760925, -73.99454)",WEST 44 STREET,10 AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4411212,Bike,Bike,,,
4231,04/29/2021,22:41,MANHATTAN,10022.0,40.757072,-73.96986,"(40.757072, -73.96986)",3 AVENUE,EAST 52 STREET,,1.0,0.0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4411838,Bike,Bike,,,
5300,05/01/2021,10:55,,,,,,,,77        WEST DRIVE,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4412624,Bike,Bike,,,
5410,05/02/2021,20:25,MANHATTAN,10065.0,40.764988,-73.96116,"(40.764988, -73.96116)",2 AVENUE,EAST 66 STREET,,1.0,0.0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,4412727,Bike,Bike,,,
5502,05/02/2021,17:40,,,,,,,,80        WEST DRIVE,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4412626,Bike,Bike,,,
7952,05/11/2021,18:25,,,,,,,,87        EAST DRIVE,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4415922,Bike,Bike,,,
8376,05/13/2021,20:40,,,,,,,,73        WEST DRIVE,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4416387,Bike,Bike,,,
8826,05/10/2021,16:43,,,,,,WILLIAMSBURG BRIDGE INNER ROADWA,,,3.0,0.0,0,0,3,0,0,0,Unsafe Lane Changing,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,4415260,Bike,Bike,Bike,,
9119,05/11/2021,13:45,,,,,,,,102       WEST DRIVE,1.0,0.0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4415677,Bike,Bike,,,
11417,05/19/2021,17:44,,,,,,EAST LAKE DRIVE,LINCOLN ROAD DRIVE,,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4418279,Bike,Bike,,,
12534,05/23/2021,0:35,,,40.799976,-73.958626,"(40.799976, -73.958626)",CENTRAL PARK WEST,,,1.0,0.0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4419308,Bike,Bike,,,
13218,05/25/2021,20:00,,,,,,,,85        EAST DRIVE,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4420363,Bike,Bike,,,
14220,05/27/2021,17:10,BRONX,10454.0,40.805973,-73.91546,"(40.805973, -73.91546)",,,637       EAST 138 STREET,2.0,0.0,0,0,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4421190,Bike,Bike,,,
14314,05/27/2021,18:30,BROOKLYN,11226.0,40.662407,-73.96516,"(40.662407, -73.96516)",EAST DRIVE,EAST LAKE DRIVE,,2.0,0.0,0,0,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,4421240,Bike,Bike,Bike,,
18578,05/22/2021,11:05,MANHATTAN,10029.0,40.788994,-73.94656,"(40.788994, -73.94656)",EAST 102 STREET,3 AVENUE,,0.0,0.0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4426023,Bike,Bike,,,
22514,06/21/2021,20:08,MANHATTAN,10035.0,,,,CENTRAL ROAD,HELL GATE CIRCLE,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4429720,Bike,Bike,,,
23629,06/24/2021,14:57,,,,,,QUEENSBORO BRIDGE LOWER ROADWAY,,,1.0,0.0,0,0,1,0,0,0,Passing Too Closely,Unspecified,,,,4430642,Bike,Bike,,,
24174,02/15/2021,20:04,MANHATTAN,10003.0,40.726906,-73.98583,"(40.726906, -73.98583)",,,113       1 AVENUE                      ,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4392582,Bike,Bike,,,
24843,03/27/2021,23:11,MANHATTAN,10010.0,40.7366,-73.98185,"(40.7366, -73.98185)",EAST 21 STREET                  ,2 AVENUE,,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing or Lane Usage Improper,,,,4403164,Bike,Bike,,,
25373,03/11/2021,16:00,,,,,,,,101       EAST DRIVE                    ,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4398090,Bike,Bike,,,
27969,03/08/2021,23:05,BROOKLYN,11218.0,40.636677,-73.97314,"(40.636677, -73.97314)",,,488       OCEAN PARKWAY                 ,2.0,0.0,0,0,2,0,0,0,Unspecified,Unspecified,,,,4397537,Bike,Bike,,,
31469,02/26/2021,19:45,BROOKLYN,11221.0,40.689426,-73.94223,"(40.689426, -73.94223)",THROOP AVENUE                   ,GREENE AVENUE,,2.0,0.0,0,0,2,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4395201,Bike,Bike,,,
31694,04/13/2021,11:50,MANHATTAN,10000.0,40.769764,-73.97455,"(40.769764, -73.97455)",TRANSVERSE ROAD NUMBER ONE      ,CENTER DRIVE,,0.0,0.0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4407324,Bike,Bike,,,
35671,03/12/2021,15:15,,,,,,,,65        CENTER DRIVE                  ,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4398443,Bike,Bike,,,
36379,03/26/2021,16:30,BROOKLYN,11217.0,40.68122,-73.97542,"(40.68122, -73.97542)",,,212       FLATBUSH AVENUE               ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4402030,Bike,Bike,Sedan,,
38275,04/08/2021,15:45,,,40.69613,-73.987114,"(40.69613, -73.987114)",TILLARY STREET                  ,,,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4405626,Bike,Bike,,,
47545,01/08/2021,9:05,BROOKLYN,11201.0,40.69613,-73.987114,"(40.69613, -73.987114)",JAY STREET                      ,TILLARY STREET,,2.0,0.0,0,0,2,0,0,0,Unspecified,Unspecified,,,,4384353,Bike,Bike,,,
49654,12/13/2020,14:20,,,,,,,,81        WEST DRIVE                    ,0.0,0.0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4376197,Bike,Bike,,,
52651,12/13/2020,16:12,,,40.78722,-73.96793,"(40.78722, -73.96793)",WEST 89 STREET                  ,,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4375680,Bike,Bike,,,
57482,11/15/2020,14:25,MANHATTAN,10001.0,40.74777,-74.000404,"(40.74777, -74.000404)",9 AVENUE                        ,WEST 25 STREET,,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4367710,Bike,Bike,,,
59621,11/08/2020,22:40,MANHATTAN,10016.0,40.741642,-73.97817,"(40.741642, -73.97817)",EAST 29 STREET                  ,2 AVENUE,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4366448,Bike,Bike,,,
64922,10/28/2020,20:25,,,40.796215,-73.94971,"(40.796215, -73.94971)",5 AVENUE                        ,,,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4362236,Bike,Bike,,,
65516,11/18/2020,6:37,,,,,,EAST DRIVE                      ,102 CROSS DRIVE,,1.0,0.0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4368691,Bike,Bike,,,
66892,10/19/2020,18:57,BROOKLYN,11218.0,,,,OCEAN PARKWAY                   ,CORTELYOU ROAD,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4360709,Bike,Bike,,,
